VOC_ID,담당 부서,사업 부문,답변채널,VOC유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,요약내용
VOCS0000514467,경험혁신아카데미,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),이용안내-이용정보제공-주문/결제,분류불가-발생지정보없음,48.0,20240428 134720,20240425 000000,20240425 134720,20240425 135408,20240425 141203,20240425 150854,직영업체,기 시행/검토,VOCS0000514465,Sub,,,N,"안녕하세요~현재 식물사랑단, 이큐브에코 멤버입니다 ^^다름이 아니라, 매달 체험 예약관련하여 건의드리고 싶은게 있어서요~사랑단 수업은 어플을 통해서 남은자리를 확인할수 있었잖아요~예약 후 개인적인 일정으로 변경하고자할때자리가 남아있는 날짜 확인을 할수 있어서 좋았거든요~이큐브스쿨은 확인이 어려워서조금 불편하네요~기존 사랑단처럼어플로 보고 예약할수 있게 되면 좋겠습니다 ^^",안녕하세요.현재는 체험 예약 후 잔여 수량 확인 불가능합니다.담당부서에 내용 전달하여 시스템 개발 요청하겠습니다.고맙습니다.,,,,1:21,준수,N,"요약:

1. 식물사랑단과 이큐브에코 멤버인 작성자가 체험 예약 관련하여 건의사항이 있음.

2. 식물사랑단 수업의 경우 어플을 통해 남은 자리를 확인할 수 있어 편리했음.
- 예약 후 개인 일정 변경 시 남은 자리 확인이 가능했음.

3. 이큐브스쿨의 경우 예약 확인이 어려워 불편했음.
- 식물사랑단처럼 어플로 남은 자리를 확인하고 예약할 수 있게 되면 좋겠다고 건의함."
VOCS0000514468,경험혁신아카데미,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),이용안내-이용정보제공-이용정보제공 기타(주변 교통상황),분류불가-발생지정보없음,48.0,20240428 134720,20240425 000000,20240425 134720,20240425 135525,20240425 140008,20240425 140033,직영업체,기 시행/검토,VOCS0000514465,Sub,,,N,"안녕하세요~현재 식물사랑단, 이큐브에코 멤버입니다 ^^다름이 아니라, 매달 체험 예약관련하여 건의드리고 싶은게 있어서요~사랑단 수업은 어플을 통해서 남은자리를 확인할수 있었잖아요~예약 후 개인적인 일정으로 변경하고자할때자리가 남아있는 날짜 확인을 할수 있어서 좋았거든요~이큐브스쿨은 확인이 어려워서조금 불편하네요~기존 사랑단처럼어플로 보고 예약할수 있게 되면 좋겠습니다 ^^",중복접수되어 임의적으로 완료처리함.,,,,0:13,준수,N,"요약:

1. 식물사랑단과 이큐브에코 멤버인 것으로 보임
2. 매달 체험 예약 관련하여 건의사항이 있음
3. 식물사랑단 수업은 앱을 통해 남은 자리 확인이 가능하여 편리했음
   - 예약 후 개인 일정 변경 시 다른 날짜 확인이 가능했음
4. 이큐브 스쿨은 남은 자리 확인이 어려워 불편함
   - 식물사랑단처럼 앱으로 예약할 수 있게 되면 좋겠다는 건의"
VOCS0000514469,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240428 135423,20240425 000000,20240425 135423,20240425 140325,20240425 144454,20240425 185642,직영업체,격려,,일반,N,,N,로스트밸리 지금까지 여러번봤지만 이렇게 온몸을 던져서 즐겁게해주는 안내는 처음이네요!! 토마스씨 최고예요♡,격려하겠습니다,,,,5:2,준수,N,"요약:

- 로스트밸리에 대해 여러 번 방문했지만, 이번에는 특별한 안내 경험이었음
- 안내자인 토마스씨가 매우 훌륭했으며, 방문자들을 즐겁게 해주었음
- 전반적으로 토마스씨의 안내에 대해 매우 만족스러운 경험이었음"
VOCS0000514471,리조트 마케팅기획그룹 IMC,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-홈페이지(PC),기타-기타-기타,분류불가-발생지정보없음,48.0,20240428 135523,20240425 000000,20240425 135523,20240425 135854,20240425 140616,20240425 140625,직영업체,채택(완료),VOCS0000514470,Sub,,,N,푸바오 갤러리 운영진이 푸바오 영화에 인터뷰 했다는 글을 봤습니다.푸바오 갤러리에서 무슨 말들이 오가는지 어떤 수위의 악플이 달리는지 뻔히 아실텐데 mbc 다큐부터 영화까지 왜 그쪽 사람들이 인터뷰해서 공개되는걸 그냥 두고보시는지 이해가 안됩니다.사육사님들이 책파는데 눈돌아가서 푸바오 방치하고 검역기간 내내 학대했다고 주장하는 사람들인데요?다 에버랜드에서 검수하고 내보내는거 아니었나요?팬들이 돈내고 시간내서 보러가야 할 영화인데 왜 저런사람들이 나오게 그냥 두시는지요.영화사에 정확한 답변 받아서 수정 부탁드립니다.그리고 제발 푸바오갤러리에 대한 법적대응 해주세요,"안녕하세요.영화 &lt;안녕, 할부지&gt;에 관심을 가지고 문의 주셔서 고맙습니다.소중한 의견에 감사드리며영화는 바오패밀리와 사육사들의 이야기를 중심으로 제작 진행중임을 전달드립니다.앞으로도 영화 &lt;안녕, 할부지&gt; 많은 응원과 관심 부탁드리겠습니다. 고맙습니다.",,,,0:11,준수,N,"요약하면 다음과 같습니다:

1. 푸바오 갤러리 운영진이 푸바오 영화에 인터뷰를 했다는 것에 대한 불만 제기
2. 푸바오 갤러리에서 악플이 많이 달리는데, 이런 사람들이 MBC 다큐멘터리와 영화에 인터뷰를 하게 두는 것에 대한 이해 부족
3. 사육사들이 책을 팔기 위해 푸바오를 방치하고 학대했다고 주장하는 사람들이 인터뷰에 나온 것에 대한 문제 제기
4. 팬들이 보러 가야 할 영화에 이런 사람들이 나오게 두는 것에 대한 불만
5. 영화사에 정확한 답변을 요구하고, 푸바오 갤러리에 대한 법적 대응을 요청

전반적으로 푸바오 갤러리 운영진과 인터뷰 참여자들에 대한 불만과 우려가 주된 내용입니다."
VOCS0000514474,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)팽귄아일랜드,48.0,20240428 141137,20240425 000000,20240425 141137,20240425 143507,20240425 144547,20240426 151903,직영업체,격려,,일반,N,,N,*** 사육사님 설명 자세하고 재미있게 잘 해주셔서 좋았습니다,격려토록 하겠습니다.,,,,25:7,준수,N,"이 리뷰 내용을 요약하면 다음과 같습니다:

- 사육사의 설명이 자세하고 재미있었다.
- 전반적으로 좋은 경험이었다.

핵심 내용은 사육사의 설명이 좋았다는 점입니다. 구체적인 내용은 제공되지 않았지만, 사육사의 설명이 자세하고 재미있었다는 점이 가장 중요한 내용으로 요약할 수 있습니다."
VOCS0000514476,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240428 141409,20240425 000000,20240425 141409,20240425 143555,20240425 144623,20240425 185615,직영업체,격려,,일반,N,,N,토마스대장님 열정적인 가이드덕분에 피곤이 싹 가셨습니다.감사합니다~~~,격려하겠습니다,,,,4:42,준수,N,"요약:
- 토마스대장님이 열정적인 가이드였음
- 그 덕분에 참가자들의 피로감이 사라짐
- 참가자들이 토마스대장님께 감사 표현"
VOCS0000514477,리조트 MD그룹 운영지원,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(상품점)사파리기프트,48.0,20240428 141708,20240425 000000,20240425 141708,20240425 143521,20240425 193949,20240425 194849,직영업체,격려,,일반,N,,N,사파리 기프트샵 이미르솜 적립 계속 못하고 있었는데 도와주셔서 할수 있게 되었어요~~,메일 및 이캐비넷 게시를 통한 사례공유 및 격려,,,,5:31,준수,N,"요약:

- 사파리 기프트샵에서 이미르솜 적립을 계속 하지 못하고 있었음
- 도움을 받아 이미르솜 적립을 할 수 있게 되었음"
VOCS0000514481,경험혁신아카데미,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),이용안내-이용정보제공-주문/결제,파크외-(체험시설)이큐브스쿨,48.0,20240428 142012,20240425 000000,20240425 142012,20240425 143125,20240425 150229,20240425 150922,직영업체,기 시행/검토,VOCS0000514478,Sub,,,N,예약 날짜를 변경하고싶은데..기존 예약 취소를 하고 알아봐야 하는것이 너무 번거로워요... 식물단 했을때처럼 바로바로 빈자리 확인할 수 있도록 바뀌었음 좋겠어요.,안녕하세요.현재는 체험 예약 후 잔여 수량 확인 불가능합니다.담당부서에 내용 전달하여 시스템 개발 요청하겠습니다.고맙습니다.,,,,0:49,준수,N,"요약:

- 예약 날짜 변경이 번거롭다.
- 기존 예약을 취소하고 새로 예약하는 과정이 복잡하다.
- 식물단과 같이 바로바로 빈자리를 확인할 수 있으면 좋겠다.

즉, 예약 변경 프로세스가 간단하지 않아 불편함을 느끼고 있으며, 실시간으로 빈자리를 확인할 수 있는 기능이 제공되면 더 편리할 것 같다는 내용입니다."
VOCS0000514480,리조트 총무그룹 총무,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),기타-기타-기타,분류불가-발생지정보없음,48.0,20240428 142243,20240425 000000,20240425 142243,20240425 142805,20240425 143111,20240425 144929,직영업체,채택(완료),VOCS0000514479,Sub,,,N,한 디저트카페에서 에버랜드 측 바오가족 일러스트를 그대로 도용하여 지속적으로 판매하여 금전적 수익을 내고 있습니다엄연히 에버랜드 쪽 저작권이고 이를 통해 사적으로 제작해 개인소장하는 것이 아닌 쇼케이스 진열하여 판매하고 있다는 것을 알 수 있는 댓글 함께 첨부합니다인스타그램에 14.day 검색하면 나오는 계정이며 인스타그램상 바오가족의 이미지를 무단 도용한 마카롱이 판매되고 있음을 확인할 수 있습니다체크 후 회신 부탁드립니다.,"소중한 의견 감사합니다.해당 업체에는 당사 지식재산권 침해사실에 대하여 통보하였으며,업체 측에서는 기존에 올라온 당사 판다 연관 물푼 게시물 삭제 및향후 관련된 상품 제작을 하지 아니하겠다는 회신을 받았습니다.감사합니다.",,,,0:26,준수,N,"요약:

1. 에버랜드 측 바오가족 일러스트를 무단 도용하여 디저트 카페에서 지속적으로 판매하고 있음.
2. 이를 통해 금전적 수익을 내고 있으며, 개인소장이 아닌 쇼케이스에 진열하여 판매하고 있음.
3. 인스타그램에 '14.day' 계정에서 바오가족 이미지를 무단 도용한 마카롱이 판매되고 있음.
4. 이는 에버랜드 측의 저작권 침해에 해당함."
VOCS0000514482,리조트 주토피아기획그룹 보전/교육,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240428 143732,20240425 000000,20240425 143732,20240425 145013,20240426 093948,20240426 094118,직영업체,전파,,일반,N,,N,*** *** &gt; 기린 아카데미오늘 설명 너무 친절하게 잘 해주셨어요 :) 감사합니디？？,근무자 격려 및 전파,,,,19:3,준수,N,"요약:

1. 기린 아카데미에서 오늘 설명을 친절하게 잘 해주었다고 언급.
2. 설명에 대해 감사의 마음을 표현하였다."
VOCS0000514483,리조트 주토피아기획그룹 보전/교육,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240428 143754,20240425 000000,20240425 143754,20240425 145042,20240426 094001,20240426 094135,직영업체,전파,,일반,N,,N,*** *** 사육사님 덕분에 1시간이 후딱 지나가버렸어요동물을 좋아하지 않는 사람들도 아카데미 오면 모두 반하고 갈 것 같아요친절한 설명과 응대 너무 감사드려요!,근무자 격려 및 전파,,,,19:3,준수,N,"요약:

1. 사육사님의 친절한 설명과 응대로 인해 1시간이 빨리 지나갔다.
2. 동물을 좋아하지 않는 사람들도 이 아카데미에 오면 모두 반하고 갈 것 같다.
3. 사육사님의 친절한 설명과 응대에 대해 감사의 마음을 표현하고 있다."
VOCS0000514485,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240428 151945,20240425 000000,20240425 151945,20240425 152451,20240425 174810,20240425 185551,직영업체,격려,,일반,N,,N,로스트밸리 앤디와 칸초선장님 친절해요~~,격려하겠습니다,,,,3:36,준수,N,"요약:

1. 로스트밸리 앤디와 칸초선장님은 매우 친절합니다.
2. 앤디와 칸초선장님은 방문객들에게 친절하게 대해주며, 좋은 서비스를 제공합니다.
3. 방문객들은 앤디와 칸초선장님의 친절한 태도에 만족하고 있습니다."
VOCS0000514486,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(공연/전시)씨라이언스타디움,48.0,20240428 152018,20240425 000000,20240425 152018,20240425 152417,20240425 174840,20240426 152103,직영업체,격려,,일반,N,,N,다 재밌었어요! 물개들 새들 사육사님들 모두 고마워요!,격려토록 하겠습니다.,,,,24:0,준수,N,"요약:
- 전반적으로 즐거운 경험이었음
- 물개, 새, 사육사 등 모두에게 감사한 마음이 있음"
VOCS0000514491,경험혁신아카데미,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),이용안내-이용정보제공-주문/결제,파크외-(체험시설)이큐브스쿨,48.0,20240428 152436,20240425 000000,20240425 152436,20240425 155249,20240425 155513,20240426 151404,직영업체,기 시행/검토,VOCS0000514487,Sub,,,N,"안녕하세요 이큐브 키즈 가입자인데....예약후 예약날짜를 변경하는 방법이 너무 번거롭습니나.비어있는 날짜를 확인할수도 없고..매번 전화해서 날짜확인, 취소, 재결제 해야하는걸까요ㅠㅠㅠㅠ인터넷으로 간편하게 할수 있었으면 좋겠습니다^^",안녕하세요.현재는 체험 예약 후 잔여 수량 확인 불가능합니다.담당부서에 내용 전달하여 시스템 개발 요청하겠습니다.고맙습니다.,,,,23:49,준수,N,"요약:

1. 예약 날짜 변경이 번거롭다.
2. 비어있는 날짜를 확인할 수 없다.
3. 매번 전화로 날짜 확인, 취소, 재결제를 해야 한다.
4. 인터넷으로 간편하게 예약 날짜 변경을 할 수 있으면 좋겠다."
VOCS0000514488,리조트 F&B그룹 운영3,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,분류불가-발생지정보없음,48.0,20240428 153516,20240425 000000,20240425 153516,20240425 160831,20240425 175848,20240426 160653,협력업체,전파,,일반,N,,N,목요일 25일 레몬라임 15:30분 근무자 여성분 너무 친절하게 해주셔서 감사합니등,해당 내용 귀감이 되도록 전파하겠습니다.,,,,24:31,준수,N,"간단한 감사 인사 메시지를 요약하면 다음과 같습니다:

- 목요일 25일 레몬라임 15:30분 근무자 여성분
- 근무자 여성분의 친절한 서비스에 대한 감사 표현"
VOCS0000514489,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240428 154305,20240425 000000,20240425 154305,20240425 160229,20240425 174857,20240425 185847,직영업체,격려,,일반,N,,N,"오랜 시간 기다려서 본 로스트밸리가 짧게 느껴지긴 했지만안내해주시는 직원분 목소리도 넘 아름다우시고, 멘트도 호응 유도도 능숙하시고 아주 기분좋게 관람했어요!!",격려하겠습니다,,,,3:15,준수,N,"요약:

- 오랜 시간 기다려서 본 로스트밸리 관람이 짧게 느껴졌음
- 안내해주는 직원의 목소리가 아름답고, 멘트와 호응 유도가 능숙하였음
- 전반적으로 기분 좋게 관람할 수 있었음"
VOCS0000514490,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240428 154648,20240425 000000,20240425 154648,20240425 161055,20240425 174919,20240425 185925,직영업체,격려,,일반,N,,N,로스트밸리 토마스탐험가님과 운전사님 덕분에 즐겁게 관람했습니다:) 하루종일 말하시느라 힘드실거같은데 회사측에서 많은 지원을 해주셨으면 좋겠습니다! 홍학해요 토마스님 ㅎㅎ,격려하겠습니다,,,,3:12,준수,N,"요약:

- 로스트밸리 탐험 여행을 즐겁게 관람했음
- 탐험가 토마스님과 운전사님이 여행을 도와주셨음
- 탐험가 토마스님이 하루종일 많이 말씀하셨을 것으로 보임
- 회사 측에서 많은 지원을 해주셨으면 좋겠다는 바람이 있음
- 탐험가 토마스님께 감사의 인사를 전함"
VOCS0000514493,리조트 주토피아운영그룹 사파리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(공연/전시)앵무새집,48.0,20240428 155727,20240425 000000,20240425 155727,20240425 161208,20240425 182238,20240426 090341,직영업체,격려,,일반,N,,N,패럿하우스에 ***사육사님 진행도 유쾌하게 하시고 설명도 깔끔하게 해주셔서 귀에 잘들어왔어요？？,공유하고 격려하겠습니다.칭찬 감사합니다.,,,,17:6,준수,N,"요약:

1. 사육사님의 진행이 유쾌했다.
2. 사육사님의 설명이 깔끔하고 이해하기 쉬웠다."
VOCS0000514521,리조트 MD그룹 운영,리조트        ,내부처리,고객요구유형-개선요청,간접 VOC-콜센터,인적서비스-업무처리-응대스킬,글로벌페어-(상품점) 감성교복,48.0,20240428 160425,20240425 000000,20240425 160425,20240425 183523, ,20240425 183523,,즉시처리(접수시),,일반,Y,,R,"- 4/25(목) E/L로 수학여행 차 방문하였고 감성 교복에서 교복 착용을 하셨다고 하심- 자녀분이 울면서 전화를 했고 감성 교복 방문하여 교복을 입어보는데 처음에는 보증금 10,000원이후 교복 입어볼 때마다 금액이 올라가서 등 대여하지 않는다고 하셨다고 하심- 근무자분 피팅비 15,000원 내라고 하면서 째려보고 무섭게 했다고 하심- 자녀분은 5분 정도 입어봤고 사진도 찍지 않았다고 하심- 부산에서 E/L 까지 수학여행을 갔는데 무섭게 말하고 해서 아이가 얼마나 놀랐으면 울면서 전화를하겠냐고 하심- 소보원에 건의할까도 생각 했으다고 해당 행위가 너무 괘씸해서 블로그등 무엇이든 하고 싶다고 하시면서담당자 연락요청 하심 ?","안녕하십니까해당손님 통화 내용 공유드립니다.금일 17시 30분경 손님과 통화하여불만사항에 대한 사과 및조치사항 안내드린후 종결 하였습니다.*피팅비15,000원 환불주요불만내용은피팅비로 받는 15,000원이 비싸고 5분도 안입었는데돈을 지급 하는 부분에 대하여불만이 강하게 이야기 하셨고,돈없는 학생들 상대로 장사하는 비겁한 짓이라고 이야기 하심손님에게는 충분한 사과와 내부 상황에 대하여 충분히 설명을 드림.손님은 어느정도 수긍하시고피팅비15,000원 환불 받기 원하시여 환불 조치 완료.* 학생(미성년자) 상대피팅비에 대한 내용은 업체측에 전달 했고내부적으로 금액조정이 가능한지 검토 하기로 함.이상입니다.",,,,2:30,준수,,"요약:

1. 자녀가 수학여행 중 감성 교복 매장을 방문하여 교복 착용 체험을 하려고 했으나, 매장 직원의 부적절한 태도로 인해 불편한 경험을 했다.

2. 매장에서는 교복 대여 시 보증금 10,000원을 요구했고, 입어볼 때마다 금액이 올라가는 등 비합리적인 요구를 했다.

3. 매장 직원은 자녀가 5분 정도 교복을 입어본 후 사진도 찍지 않았는데도 피팅비 15,000원을 요구하며 무례하게 대했다.

4. 수학여행 중 이러한 불편한 경험으로 인해 자녀가 울면서 전화를 했고, 부모는 이에 대해 매우 불쾌한 반응을 보였다.

5. 부모는 이 사건에 대해 소비자원에 건의하는 등의 조치를 취하고 싶어 하며, 해당 업체 관계자와 직접 연락을 취하고자 한다."
VOCS0000514540,리조트 마케팅기획그룹 IMC,리조트        ,웹+메일,고객요구유형-일반문의,직접 VOC-모바일앱(APP),이용안내-이용정보제공-시설/공연/동물원 이용안내,분류불가-발생지정보없음,48.0,20240428 160628,20240425 000000,20240425 160628,20240425 172148,20240426 113622,20240429 134856,직영업체,처리자 답변완료,VOCS0000514517,Sub,,,N,어제 올라온 복보는 잘 지내요 너무 잘 보았습니다! 뿌빠티비에 감사드립니다!이게 새로 기획한다던 ***님 컨텐츠 맞을까요? 루이후이 관련해서 전할시 시즌2라던가 새로운 컨텐츠도 기대해도 좋을까요? 아예 전할시 끝난 건 아니죠? ***님과 둥이들의 컨텐츠도 너무 좋지만 ***님과 바오가족들의 케미도 잃을 수 없어서요 ㅠㅠ 기간이 얼마가 되었든 기약만 있다면 기다리고 싶네요,안녕하세요?뿌빠TV에 많은 관심 감사합니다.전지적 할부지 시점은 푸바오의 이동과 함께 마무리 되었습니다***님은 언젠가 재미있는 컨텐츠로 만나실 수 있도록 기획해보겠습니다감사합니다,,,,93:42,미준수,N,"요약:

1. 복보가 잘 지내고 있다는 내용
2. 뿌빠티비에 감사의 말을 전함
3. 새로 기획한 ***님의 콘텐츠에 대한 문의
4. 전할시 관련 콘텐츠에 대한 기대 (시즌2 및 새로운 콘텐츠)
5. 전할시 관련 콘텐츠가 완전히 끝난 것은 아님
6. ***님과 둥이들의 콘텐츠에 대한 긍정적 평가
7. ***님과 바오가족들의 케미에 대한 아쉬움
8. 기약만 있다면 기다릴 의향이 있음"
VOCS0000514494,리조트 주토피아기획그룹 보전/교육,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(동물원)체험학습교육장,48.0,20240428 161341,20240425 000000,20240425 161341,20240425 163811,20240426 094010,20240426 094152,직영업체,전파,,일반,N,,N,기린 투어 너무 친절하게 안내해주셔서 감사합니다,근무자 격려 및 전파,,,,17:28,준수,N,"요약:
- 기린 투어 직원들의 친절한 안내에 감사 표현
- 투어 서비스에 대한 긍정적인 평가"
VOCS0000514510,리조트 B2B그룹 단체세일즈,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-홈페이지(PC),기타-기타-기타,분류불가-발생지정보없음,48.0,20240428 162028,20240425 000000,20240425 162028,20240425 164223,20240429 083707,20240429 161439,직영업체,기 시행/검토,VOCS0000514495,Sub,,,N,"안녕하십니까 강남대학교 총학생회 학생복지위원회 위원장 *** 입니다. 강남대학교 총학생회에서는 학생들을 위한 할인혜택등을 위한 제휴문의가 가능한지 여쭈어봅니다. 에버랜드와 케리비안베이를 동반하여 진행하고 싶은데, 현재 강남대학교 학생들 중, 용인에 거주하고 있는 학생이 많아 학생들이 방문할 수 있도록 유도가 가능하다고 판단이 되어 연락드립니다. 감사합니다.",문의하신 담당자와 통화하여 안내 조치 하였습니다,,,,95:54,미준수,N,"요약:

1. 강남대학교 총학생회 학생복지위원회 위원장이 연락을 드림
2. 강남대학교 총학생회에서 학생들을 위한 할인혜택 제휴 문의를 하고자 함
3. 에버랜드와 케리비안베이와 함께 진행하고자 함
4. 강남대학교 학생 중 용인 거주 학생이 많아 방문이 가능할 것으로 판단됨"
VOCS0000514496,리조트 파크서비스그룹 어트랙션A,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,아메리칸어드벤처-(어트랙션)허리케인,48.0,20240428 162522,20240425 000000,20240425 162522,20240425 163916,20240425 171450,20240425 171824,직영업체,격려,,일반,N,,N,재미있으시고 입담이 좋고 몇시간이 지나도 체력이 너무 좋아 안지치셧어오,해당근무자 격려 및 내용전달 하겠습니다.,,,,0:53,준수,N,"요약:

1. 재미있고 입담이 좋음
2. 체력이 매우 좋아 장시간 동안 지치지 않음"
VOCS0000514497,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240428 162750,20240425 000000,20240425 162750,20240425 163937,20240425 182252,20240425 185950,직영업체,격려,,일반,N,,N,로스트밸리 근무자 중에 토마스 ..? 암튼 자세히 기억안나지만 재미있는 설명 너무 좋았어요!! 칭찬합니당,격려하겠습니다,,,,2:31,준수,N,죄송합니다. 제가 전달받은 텍스트에는 로스트밸리 근무자와 관련된 내용이 포함되어 있지 않습니다. 따라서 요약할 수 있는 내용이 부족합니다. 제가 더 자세한 정보를 받아야 적절한 요약을 제공할 수 있을 것 같습니다. 제공해주신 텍스트에 대한 보다 자세한 설명이나 문맥을 알려주시면 도움이 될 것 같습니다.
VOCS0000514499,리조트 파크서비스그룹 그리팅,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240428 163138,20240425 000000,20240425 163138,20240425 164335,20240426 094145,20240426 111854,직영업체,격려,,일반,N,,N,"햇볕이 많이 뜨거웠을텐데 미소 잃지 않고 친철하게 응대해주고, 사진도 열정을 다해서 찍어주어서 매우 만족스러운 결과물을 얻을 수 있었습니다!! 감사합니다!!!",해당 근무자 격려 및 전체 내용 공유,,,,18:47,준수,N,"요약:

- 직원의 친절한 응대와 열정적인 사진 촬영으로 만족스러운 결과를 얻음
- 직원의 미소와 친절한 태도가 인상 깊었음
- 열정적으로 사진을 찍어 좋은 결과물을 만들어냄
- 전반적으로 매우 만족스러운 경험이었음"
VOCS0000514507,리조트 파크서비스그룹 그리팅,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240428 163921,20240425 000000,20240425 163921,20240425 164538,20240426 094155,20240426 111906,직영업체,격려,,일반,N,,N,친절하고 상냥하게 도움주셨습니다.,해당 근무자 격려 및 전체 내용 공유,,,,18:39,준수,N,"이 텍스트는 매우 짧고 간단한 내용이므로 다음과 같이 요약할 수 있습니다:

- 친절하고 상냥하게 도움을 주셨다."
VOCS0000514508,리조트 파크서비스그룹 그리팅,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,공통시설-(정문지역)입장게이트,48.0,20240428 164034,20240425 000000,20240425 164034,20240425 164356,20240426 094203,20240426 111947,직영업체,격려,,일반,N,,N,친철하세요~사진 예쁘게 잘찍어 주셧어요~,해당 근무자 격려 및 전체 내용 공유,,,,18:39,준수,N,"이 텍스트는 친절한 서비스와 사진 촬영에 대한 만족감을 표현하고 있습니다. 주요 내용은 다음과 같이 요약할 수 있습니다:

1. 친절한 서비스: 고객은 직원들의 친절한 태도에 만족감을 표현하고 있습니다.

2. 사진 촬영: 고객은 직원들이 사진을 잘 찍어주었다고 만족스러워하고 있습니다."
VOCS0000514516,리조트 주토피아기획그룹 보전/교육,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240428 164902,20240425 000000,20240425 164902,20240425 165145,20240426 094018,20240426 094206,직영업체,전파,,일반,N,,N,이승협 ***님지겨울 수도 있었던 수업을최대한 재미있게 해주시고뜻깊은 시간이 될 수 있도록 해주셨습니다두 분 모두에게 박수갈채를 보내드립니자,근무자 격려 및 전파,,,,16:53,준수,N,"요약:

1. 이승협 교수님께서 학생들에게 지루할 수도 있었던 수업을 최대한 재미있게 해주셨습니다.
2. 교수님의 노력으로 학생들에게 뜻깊은 시간이 될 수 있도록 해주셨습니다.
3. 두 분 교수님 모두에게 박수갈채를 보냅니다."
