VOC_ID,담당 부서,사업 부문,VOC유형,VOC상세유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,VOC등급(4단계),처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,유형변경사유,요약내용
VOCS0000518061,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,아메리칸어드벤처-(어트랙션)허리케인,48.0,20240520 142537,20240517 000000,20240517 142537,20240517 142642,20240519 092540,20240519 104255,직영업체,해당없음,격려,,일반,N,,N,"근무자분 이름이 *** 였던 것 같은데, 허리케인에서 MC 봐주시면서 놀이기구 타는 동안 계속해서 재밌는 말로 계속 텐션 올려주시는데 덕분에 더 재밌게 더 만족스럽게 탔습니다!!다음에도 허리케인 또 타러 가고 싶습니다 ㅠㅠ좋은 추억도 감사합니다？？？？ 에버랜드 화이팅! 근무자분들 화이팅***님 화이팅？？？？？？영상은 안 올라가네요 ㅠㅠ 사진으로 대체합니당 재밌었어요 ㅎㅎ",- 해당내용 공유 및 근무자 격려했습니다.,,,,44:17,준수,N,,"요약:

1. 근무자 ***님이 허리케인 놀이기구 탑승 시 재미있는 말로 텐션을 높여주어 더욱 즐겁고 만족스러운 경험을 했음.

2. 이용자는 다음에 또 허리케인을 타러 가고 싶으며, 좋은 추억에 감사를 표함.

3. 에버랜드와 근무자 ***님에 대한 응원의 메시지를 전함.

4. 영상은 올라가지 않아 사진으로 대체했으며, 전반적으로 즐거운 경험이었음."
VOCS0000518065,리조트 주토피아기획그룹 보전/교육,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-전문지식,주토피아-(공연/전시)팽귄아일랜드,48.0,20240520 145920,20240517 000000,20240517 145920,20240517 150639,20240518 182348,20240518 183353,직영업체,해당없음,전파,,일반,N,,N,펭귄아카데미를 들었는데 너무 유쾌하게 잘 설명해주셔서아이들과 즐거운 시간 보냈습니다^^펭귄에 대해서도 많이 알게 되었습니다.감사합니다^^,근무자 격려 및 전파,,,,27:34,준수,N,,"요약:

- 펭귄 아카데미 강연을 들었음
- 강연이 유쾌하고 설명이 잘되어서 아이들과 즐거운 시간을 보냈음
- 펭귄에 대해 많이 알게 되었음
- 강연에 감사함"
VOCS0000518066,리조트 주토피아운영그룹 동물보전1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-전문지식,주토피아-(공연/전시)알버트스페이스센터,48.0,20240520 150119,20240517 000000,20240517 150119,20240517 150358,20240520 182127,20240520 184706,직영업체,해당없음,격려,,일반,N,,N,더운 날씨에도 오랑우탄과 침팬지에 대한 설명을 열정적 해주셔서 너무 인상적이었습니다.덕분에 많은 것을 알아갑니다 감사합니다^^,칭찬 고맙습니다.공유하고 격려하도록 하겠습니다.감사합니다.,,,,75:45,미준수,N,,"요약:

- 오랑우탄과 침팬지에 대한 열정적인 설명이 인상적이었음
- 더운 날씨에도 불구하고 잘 설명해주셔서 감사함
- 오랑우탄과 침팬지에 대해 많은 것을 새로 알게 되었음"
VOCS0000518067,리조트 주토피아운영그룹 동물보전1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)앵무새집,48.0,20240520 150241,20240517 000000,20240517 150241,20240517 150512,20240517 165537,20240517 180716,직영업체,해당없음,격려,,일반,N,,N,"페럿하우스 ***사육사님 설명도 즐거웠고, 앵무새들 사랑하시는 티가 나서 좋았어요",칭찬 고맙습니다.공유하고 격려하겠습니다.,,,,3:4,준수,N,,"페럿하우스 방문 경험을 요약하면 다음과 같습니다:

1. 사육사님의 설명이 즐거웠음
- 사육사님이 앵무새들을 사랑하는 모습이 잘 드러났음

2. 앵무새들을 직접 볼 수 있어 좋았음
- 앵무새들의 모습과 행동을 관찰할 수 있었음"
VOCS0000518070,리조트 주토피아운영그룹 동물보전1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)앵무새집,48.0,20240520 150350,20240517 000000,20240517 150350,20240517 150952,20240517 165851,20240517 180749,직영업체,해당없음,격려,,일반,N,,N,***사육사님 넘 잘하시네요~앵무세죤 넘 최고예요!!!,고맙습니다.공유하고 격려하겠습니다.감사합니다.,,,,3:3,준수,N,,"이 텍스트는 동물원의 앵무새 사육사에 대한 긍정적인 평가입니다. 주요 내용은 다음과 같이 요약할 수 있습니다:

1. 사육사가 매우 잘하고 있다는 평가
2. 앵무새 사육이 최고 수준이라는 평가"
VOCS0000518071,리조트 주토피아운영그룹 동물보전1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)물범과바다사자,48.0,20240520 150351,20240517 000000,20240517 150351,20240517 150757,20240517 165907,20240517 180825,직영업체,해당없음,격려,,일반,N,,N,패럿하우스 *** 사육사님 재밌게 설명해주셔서 감사합니다! 앵무새들 많이 좋아하시는게 느껴졌어요 ㅎㅎ,감사합니다.공유하여 격려하겠습니다.고맙습니다.,,,,3:4,준수,N,,"요약:

1. 앵무새 사육사님의 열정과 설명이 인상 깊었음
- 앵무새들을 매우 좋아하시는 것이 느껴졌음

2. 패럿하우스에 대한 긍정적인 평가
- 사육사님의 재미있는 설명 덕분에 좋은 경험이었음"
VOCS0000518072,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)아마존익스프레스,48.0,20240520 150502,20240517 000000,20240517 150502,20240517 150713,20240519 092527,20240519 124223,직영업체,해당없음,격려,,일반,N,,N,"*** 분들 등 다른 분들이 기다리는 동안 춤, 멘트 등으로 즐겁게 해주신 덕에 대기가 지겹지 않았습니다",근무자 격려 및 VOC 내용 공유,,,,45:37,준수,N,,"요약:

- 공연자들이 관객들의 대기 시간을 즐겁게 해주었음
- 춤, 멘트 등의 공연으로 관객들이 지루하지 않게 기다릴 수 있었음"
VOCS0000518074,리조트 주토피아기획그룹 보전/교육,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(동물원)체험학습교육장,48.0,20240520 150958,20240517 000000,20240517 150958,20240517 152201,20240518 182356,20240518 183410,직영업체,해당없음,전파,,일반,N,,N,아카데미는 다 진행하신다고 하셨는데 대단하세요!돈이 아깝지 않은 시간이였어요! 동물에 대한 애정이 넘치시는 사육사님들 덕에 에버랜드가 더 발전하는거같아요! 보너스 받으셨음 좋겠는데 대기업이니 챙겨주시리라 믿을게요,근무자 격려 및 전파,,,,27:24,준수,N,,"요약:

- 아카데미 교육이 잘 진행되었다는 긍정적인 평가
- 교육 시간과 비용이 만족스러웠음
- 에버랜드 사육사들의 동물에 대한 애정이 돋보였음
- 대기업인 에버랜드에서 사육사들의 노력에 대해 적절한 보상이 이루어질 것으로 기대됨"
VOCS0000518076,리조트 파크서비스그룹 CB운영,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,CB_기타-CB_기타,48.0,20240520 151246,20240517 000000,20240517 151246,20240517 152131,20240517 162740,20240517 170321,직영업체,해당없음,격려,,일반,N,,N,캐러비안베이 안내데스크 *** 캐스트 빠르고 친절하고 정확한 응대 감사합니다. 모처럼 아주 깔끔한 처리 상쾌합니다.,해당 근무자를 칭찬하였으며 내용 공유함,,,,1:50,준수,N,,"요약:

- 캐러비안베이 안내데스크 직원의 응대가 빠르고 친절하며 정확했다.
- 고객은 직원의 서비스에 만족감을 표현했다.
- 고객은 이번 경험이 매우 깔끔하고 상쾌했다고 평가했다."
VOCS0000518078,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)아마존익스프레스,48.0,20240520 151509,20240517 000000,20240517 151509,20240517 151656,20240519 092517,20240519 124209,직영업체,해당없음,격려,,일반,N,,N,3시15분쯤 근무하신분들 힘드신데도 즐겁게 해주셔서 감사합니다,근무자 격려 및 VOC 내용 공유,,,,45:27,준수,N,,"요약:

- 3시 15분 무렵 근무하시는 분들이 힘들어하셨지만, 즐겁게 해주셨다는 내용입니다.
- 근무하는 분들의 노고와 긍정적인 태도에 대한 감사의 표현입니다."
VOCS0000518079,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240520 154208,20240517 000000,20240517 154208,20240517 162019,20240519 092616,20240519 140513,직영업체,해당없음,격려,,일반,N,,N,사파리월드 15:25 분경 탑승한 11번 차량 직원분 정말 친절하시고 설명도 잘해주세요감사합니다,칭찬사례 공유 및 해당 근무자 격려 하겠습니다.,,,,46:23,준수,N,,"요약:

- 사파리월드 15:25분경 11번 차량 탑승
- 차량 직원이 친절하고 설명을 잘해주었음
- 이용객이 직원에게 감사 표현"
VOCS0000518080,리조트 주토피아운영그룹 동물보전2,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)앵무새집,48.0,20240520 154712,20240517 000000,20240517 154712,20240517 161952,20240517 165919,20240520 180246,직영업체,해당없음,격려,,일반,N,,N,버드 파라다이스 *** 사육사님앵무새 사육사님들은 다 친절하시고 재밌으신 것 같습니다 재밌게 보고 갑니다!,격려토록 하겠습니다.,,,,74:15,미준수,N,,"요약:

1. 버드 파라다이스는 앵무새 사육사님들이 친절하고 재미있는 곳으로 인식되었습니다.
2. 방문객들은 버드 파라다이스에서 즐겁게 시간을 보냈습니다."
VOCS0000518081,리조트 주토피아운영그룹 로스트밸리,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240520 154712,20240517 000000,20240517 154712,20240517 161916,20240517 165932,20240519 183715,직영업체,해당없음,격려,,일반,N,,N,근무자: *** 장소: 로스트밸리너무 재밌게 설명 잘해주셔서 좋은시간보냈어요~감사합니다,소중한 의견 감사 드립니다.근무자 칭찬하고 격려 하겠습니다.,,,,50:50,준수,N,,"요약:

1. 로스트밸리 방문: 재미있고 즐거운 경험을 했음.
2. 설명이 좋았음: 안내자의 설명이 상세하고 이해하기 쉬웠음.
3. 감사의 말: 전반적으로 좋은 시간을 보냈다며 감사의 말을 전함."
VOCS0000518082,리조트 F&B그룹 운영3,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,유러피언어드벤처-(식당)버거카페유럽,48.0,20240520 155203,20240517 000000,20240517 155203,20240517 161841,20240517 170201,20240517 175348,직영업체,해당없음,격려,,일반,N,,N,"버거카페 유럽에서 햄버거를 먹으러 갔는데 태이블도 닦아달라고하니 바로 오셔서 닦아주시고, 다 먹은 음식을 치울때도 친절하게 치워주셨습니다. *** 직원분 칭찬해주세요",근무자 격려 및 사례 전파,,,,2:1,준수,N,,"요약:

1. 버거카페 방문: 유럽에서 햄버거를 먹으러 감.

2. 서비스 만족도:
   - 테이블 청소 요청 시 즉시 응대해 주었음.
   - 식사 후 음식 정리를 친절하게 해 주었음.

3. 직원 칭찬: 직원 서비스에 만족하여 직원을 칭찬함."
VOCS0000518084,리조트 MD그룹 운영지원,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,기타-기타,48.0,20240520 160240,20240517 000000,20240517 160240,20240517 162124,20240521 214316,20240521 223133,직영업체,해당없음,격려,,일반,N,,N,***번블건 구입하는데 사용법이랑 버블 나오는지 확인이랑 너무 상세히 설명을 잘 해주셔서 구입하는데 기분 아주 좋았어요!!^^♡,메일 및 이캐비넷 게시를 통한 사례공유 및 격려,,,,102:28,미준수,N,,"고객님께서 번들건 구입 시 상세한 설명과 사용법, 버블 테스트 등에 대한 안내를 잘 받으셔서 기분이 좋았다는 내용입니다. 이를 통해 고객의 만족도가 높았음을 알 수 있습니다. 구입 과정에서 상세한 정보 제공이 고객 경험 향상에 도움이 되었다고 볼 수 있습니다."
VOCS0000518089,리조트 파크서비스그룹 그리팅,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,기타-기타,48.0,20240520 163941,20240517 000000,20240517 163941,20240517 164948,20240517 165352,20240517 170519,직영업체,해당없음,격려,,일반,N,,N,사진은 정성스럽게 찍어주셔서 감사합니다,해당 근무자 격려 및 전체 내용 공유,,,,0:25,준수,N,,사진에 대한 감사 표현
VOCS0000518090,리조트 파크서비스그룹 그리팅,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,기타-기타,48.0,20240520 164217,20240517 000000,20240517 164217,20240517 164829,20240517 165403,20240517 170526,직영업체,해당없음,격려,,일반,N,,N,"사진 찍는 내내 이쁘다해주시고, 귀여유ㅓ해주셔서 감사합니다 ㅎㅎㅎ*** 캐스트님 짱!!!",해당 근무자 격려 및 전체 내용 공유,,,,0:23,준수,N,,"요약:
- 사진 찍는 동안 참여자에게 ""이쁘다"", ""귀엽다""와 같은 긍정적인 피드백을 주었음
- 참여자는 이런 피드백에 감사함을 표현함
- 참여자는 캐스트 멤버를 칭찬하며 긍정적으로 평가함"
VOCS0000518091,리조트 F&B그룹 운영3,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,기타-기타,48.0,20240520 164404,20240517 000000,20240517 164404,20240517 165357,20240517 170213,20240517 182047,협력업체,해당없음,격려,,일반,N,,N,락스빌휴게2점(슬러시 판매점)에서 근무하시는 ***님이 제 얼굴을 기억해주시고 친절히 응해주셨습니다,근무자 전달하여 격려하겠습니다.,,,,1:36,준수,N,,"요약:

- 락스빌휴게2점(슬러시 판매점)에서 근무하는 ***님이 고객의 얼굴을 기억하고, 친절히 응대해주었습니다."
VOCS0000518102,리조트 주토피아운영그룹 동물보전2,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(공연/전시)판타스틱윙스,48.0,20240520 165705,20240517 000000,20240517 165705,20240517 165907,20240517 165952,20240520 180459,직영업체,해당없음,격려,,일반,N,,N,이번에 아이들과 함께 맹금 아카데미를 들었는데 정말 멋진 시간이었습니다.평생 잊지못할 추억을 만들어주셔서 감사합니다.같이 함께해주신 사육사님들 모두 친절하시고 전문적이시고 정말 멋졌어요^^  감사합니다^^,격려토록 하겠습니다.,,,,73:7,미준수,N,,"요약:

- 아이들과 함께 맹금 아카데미에 참여했음
- 평생 잊지 못할 멋진 추억을 만들었음
- 사육사님들이 친절하고 전문적이었음
- 전반적으로 매우 만족스러운 경험이었음"
VOCS0000518103,리조트 F&B그룹 운영1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,유러피언어드벤처-(식당)홀랜드빌리지,48.0,20240520 172350,20240517 000000,20240517 172350,20240517 182434,20240518 085950,20240518 133021,직영업체,해당없음,처리완료(사후관리이관),,일반,N,,N,***홀랜드 빌리지에서 길을 물어봤는데 장가은 캐스트님이 친절하게 바래다주셨어요 칭찬합니다^^,"적극적인 친절한 응대로 장가은Cast를 칭찬한 내용- 그룹 내 칭찬사례 공유- 아침 미팅을 통해 칭찬 메시지 전달, 격려",VCAF0000013865,진행,,20:6,준수,N,,"이 텍스트는 홀랜드 빌리지에서 길을 물어봤는데 장가은 캐스트님이 친절하게 바래다주셨다는 내용입니다. 이를 통해 다음과 같이 요약할 수 있습니다:

- 홀랜드 빌리지에서 길을 물어봤음
- 장가은 캐스트님이 친절하게 바래다주셨음
- 이에 대해 칭찬하고 있음"
VOCS0000518105,리조트 F&B그룹 운영3,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,아메리칸어드벤처-(식당)버거카페아메리카,48.0,20240520 174046,20240517 000000,20240517 174046,20240517 174835,20240518 090432,20240518 095854,직영업체,해당없음,격려,,일반,N,,N,버거카페 아메리카 *** 직원을 칭찬합니다.무슨 음식을 먹을지 고민하느라 키오스크 앞에서 고민이 길어졌는데***직원이 나와서 직접 추천해주며 고민을 해결해줬습니다.안에 계셨던거같은데 고민하는 모습을 보며 직접 밖에 나와서 대화하며 응대하는 모습이 보기 좋았습니다.,근무자 격려 및 전파,,,,16:18,준수,N,,"요약:

1. 버거카페 아메리카 직원의 친절한 서비스 
- 고객이 메뉴 선택에 고민하고 있었는데, 직원이 직접 나와서 추천해주며 문제를 해결해줌
- 고객의 고민하는 모습을 보고 직접 나와 대화하며 응대한 모습이 좋았음

2. 직원의 적극적인 고객 응대
- 고객이 키오스크 앞에서 고민하고 있는 것을 보고 직접 나와서 대화하며 도와줌
- 고객의 상황을 파악하고 능동적으로 대응한 것이 인상적이었음"
VOCS0000518106,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,매직랜드-(어트랙션)매직스윙,48.0,20240520 174319,20240517 000000,20240517 174319,20240517 174801,20240519 092901,20240519 113305,직영업체,해당없음,격려,,일반,N,,N,매직스윙 너무 재밋넜어요!,매직스윙 근무자칭찬 및 격려하겠습니다.고맙습니다.,,,,41:49,준수,N,,"다음과 같이 요약했습니다:

- 매직스윙이 매우 재밌었다는 내용

요약의 핵심 내용은 매직스윙이 재미있었다는 것입니다. 전체 텍스트가 간단하기 때문에 하이라이트 위주로 요약했습니다."
VOCS0000518112,리조트 F&B그룹 운영1,리조트        ,고객요구유형-개선요청,,직접 VOC-모바일앱(APP),품질-음식품질-음식 품질 기타,유러피언어드벤처-(식당)홀랜드빌리지,48.0,20240520 174817,20240517 000000,20240517 174817,20240517 182330,20240518 085854,20240519 105142,직영업체,3등급,처리완료(종결),VOCS0000518108,Sub,,,,교환 티켓을 내니 냉동실 뭔가를 꺼내더군요. 그러구선 10분간 녹여서 먹으라고 하네요.10분 기다렸더니 겨우 뚜껑이 열렸고 샤벳은 얼음 가루 수준이라 스푼으로 퍼서 먹고 있습니다. 키오스크에 해동에 시간이 필요하니 미리 안내를 하면 좋을텐데 식사 다하고 후식으로 먹을려고 추가 주문했더니 엄청난 시간을 허비하게 되네요..(한창 더운 여름이면  녹는데10분이라는 시간이 충분할 것도 같네요.)다른 고객들이 저와 같은 황당한 경험을 하지 않도록 개선해주세요.,"[발생원인]-리얼파인애플샤벳은제품특성상냉동상태에서제공중에있습니다.-리얼파인애플샤벳을더욱맛있게드시는방법으로약10분정도후에드시라고멘트를청함니다.-가볍게후식으로먹고이동할예정이었으나키오스크에사전안내가없었고,메뉴을받을당시안내에의해식사시간이다소길어짐에따른불만으로보여짐니다.-얼음가루라고표현하신부분은샤벳내용물이언상태에서의현상입니다.[조치사항]-키오스크안내문구가입력가능한지확인하겠습니다.-메뉴제공시사전멘트개선하도록하겠습니다.-시간대별판매량분석후예측해동생산으로판매하겠습니다",,,,41:3,준수,N,,"요약:

1. 교환 티켓을 내니 냉동실에서 무언가를 꺼내서 10분간 해동하라고 했다.
2. 10분 후에 겨우 뚜껑이 열렸고, 샤벳이 얼음 가루 수준이었다.
3. 키오스크에 해동에 시간이 필요하다는 안내가 없어서, 식사 후 추가 주문한 후식을 먹는데 많은 시간을 허비했다.
4. 특히 더운 여름철에는 10분만에 해동되기 어려울 것이라는 점을 고려해야 한다.
5. 다른 고객들이 이와 같은 불편한 경험을 하지 않도록 개선이 필요하다."
VOCS0000518109,리조트 F&B그룹 운영3,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240521 090000,20240517 000000,20240517 181010,20240517 182944,20240518 090441,20240520 104201,협력업체,해당없음,전파,,일반,N,,N,항상 친절하셔서 자주 방문합니다^^,해당 내용 귀감이 되도록 전파하겠습니다.,,,,64:31,준수,N,,고객님의 의견을 감사히 받았습니다. 고객님께서 자주 방문하시고 직원들이 친절하다고 평가해 주셔서 기쁩니다. 이는 고객 만족도 향상을 위해 노력하고 있는 저희 기업의 모습을 잘 보여주는 것 같습니다. 앞으로도 고객님께 더욱 친절하고 질 높은 서비스를 제공하도록 최선을 다하겠습니다.
VOCS0000518111,리조트 MD그룹 운영지원,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240521 090000,20240517 000000,20240517 182032,20240517 182916,20240521 214325,20240521 223152,직영업체,해당없음,격려,,일반,N,,N,배터리가 없어소 도움요청 했는데 너무 친절하게 도와 주셨어요~~ ？？？？*** 사파리,메일 및 이캐비넷 게시를 통한 사례공유 및 격려,,,,100:11,미준수,N,,"요약:

1. 배터리가 없어서 도움을 요청했다.
2. 도와주신 분들이 매우 친절했다.
3. 사파리에서 이런 상황이 발생했다."
VOCS0000518113,리조트 주토피아운영그룹 동물보전2,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)판타스틱윙스,48.0,20240521 090000,20240517 000000,20240517 182231,20240517 182518,20240518 121119,20240519 082334,직영업체,해당없음,격려,,일반,N,,N,"판타스틱윙스 공연을 정말 여러번 봤는데요. *** 사육사님의 열정과 텐션, 공연진행하시는 모습 하나하나 세심한 부분까지 정말 너무 신나고 흡입력이 엄청나세요. 같은 공연이어도 더 힘있게 끌어주셔서 감동스러울 지경이에요. 에버랜드에 와서 *** 사육사님의 판타스틱 윙스를 보고 나면 그 날 하루가 행복하고 힘이나고 힐링이 됩니다. 정말 감사드립니다. 꼭 전해주세요？？",- 칭찬 voc  공유 및 칭찬과 격려,,,,38:1,준수,N,,"요약:

1. 판타스틱윙스 공연을 여러 번 관람했으며, 사육사님의 열정적이고 세심한 공연 진행이 인상적이었다.

2. 같은 공연이어도 사육사님이 공연을 더 힘 있게 이끌어주셔서 감동적이었다.

3. 에버랜드에서 판타스틱윙스 공연을 보고 나면 하루 내내 행복하고 힘이 나며 힐링이 된다.

4. 사육사님께 깊은 감사의 마음을 전하고 싶다."
VOCS0000518118,리조트 F&B그룹 기획,리조트        ,고객요구유형-제안사항,,직접 VOC-모바일앱(APP),기타-기타-기타,분류불가-발생지정보없음,48.0,20240521 090000,20240517 000000,20240517 185026,20240517 194540,20240518 090507,20240520 095227,직영업체,해당없음,채택(완료),VOCS0000518114,Sub,,,N,"안녕하세요???매주  주말  판다월드를  방문하며  힐링을  얻는  푸덕이입니다바오브라운  햄버거 출시요청다름이  아니라,오늘  판다와송을  재생  중***사육사님께서  바오네  햄버거를  만드시는  영상을  봤습니다요즘  맥도널드와  협업하여 바오패밀리세트를  판매중에  있는데  이를  활용한  바오브라운세트를  아이바오카페에서  제조 ㆍ판매  검토  및  출시요청드립니다일반  패스트푸드가  아닌,실제로  워토우패티를  이용하게  되면  값은  나가더라도 건강한  먹거리가  될 것  같습니다..,검토해  보신  후  좋은  소식  기다리겠습니다",안녕하세요.에버랜드입니다.메뉴개발시 워토우패티를 활용한 버거 참고하겠습니다.관심 갖아주셔서 감사힙니다.,,,,63:2,준수,N,,"요약:

1. 푸덕이라는 사람이 매주 주말마다 판다월드를 방문하며 힐링을 얻고 있습니다.

2. 바오브라운 햄버거 출시를 요청하고 있습니다.

3. 판다와 송을 재생 중에 사육사님이 바오네 햄버거를 만드는 영상을 보았습니다.

4. 맥도널드와 협업하여 바오패밀리세트를 판매 중이며, 이를 활용한 바오브라운세트를 아이바오카페에서 제조 및 판매하는 것을 검토 및 출시를 요청하고 있습니다.

5. 일반 패스트푸드가 아닌 실제로 워토우패티를 이용하게 되면 건강한 먹거리가 될 것 같다는 의견을 제시하고 있습니다."
VOCS0000518120,리조트 파크서비스그룹 CB운영,리조트        ,고객요구유형-기타,,직접 VOC-모바일앱(APP),위생 및 안전-위생/청결-위생관리,CB_아쿠아틱센터-CB_(어트랙션)실내유수풀,48.0,20240521 090000,20240517 000000,20240517 193956,20240517 200059,20240518 090158,20240518 175837,직영업체,해당없음,처리완료(종결),VOCS0000518117,Sub,,,N,오늘 에버랜드 고객상담실장님께 통화받고보니 캐비 최종 관리책임은 제게통화주신  프로님 이라고하던데 맞는지요제가 어떤 문제인지 위생 영상을 캐비쪽에 제보드리고 싶다고 요청하는데도 성의있게 안들어주시고 그냥 이해하고 넘어가라는그 답변히 저는 수긍가지 않습니다. 서비스가 개선될때까지 요청하렵니다. 실례지만 저에게 온라인으로 답변주신분 직책과 성함은 어떤분이신지요  프로님께들은 바로는 프로님은 온라인답변은 본인 소관이 아니라고 하셨습니다.서비슬 돈주고 구입했고 합당 하지않은 사항에서 오염물 실사 확인이라는 현장 개선을 제안 요청했지만 그 누구도 듣지 않았습니다.,안녕하십니까.파크 이용중에 불편함을 느끼신 부분에 대해 사과의 말씀 드립니다.파크 청결및 수질관리에 좀더 주의 하겠습니다.이상입니다. 고맙습니다.,,,,22:18,준수,N,,"요약:

1. 에버랜드 고객상담실장님과의 통화에서, 캐비 최종 관리책임이 제게 있다는 것을 확인했습니다.

2. 제가 위생 문제에 대해 캐비 측에 제보하고 싶었지만, 성의있게 듣지 않고 그냥 이해하고 넘어가라는 답변을 받았습니다.

3. 서비스 개선을 위해 지속적으로 요청할 것이며, 온라인으로 답변을 주신 분의 직책과 성함을 문의했으나 해당 부서가 아니라는 답변을 받았습니다.

4. 합당하지 않은 사항에 대해 오염물 실사 확인 등의 현장 개선을 제안했지만, 누구도 듣지 않았습니다."
VOCS0000518122,리조트 파크서비스그룹 CB운영,리조트        ,고객요구유형-기타,,직접 VOC-모바일앱(APP),위생 및 안전-위생/청결-수질관리,CB_아쿠아틱센터-CB_(어트랙션)실내유수풀,48.0,20240521 090000,20240517 000000,20240517 194927,20240517 200300,20240518 090210,20240518 121256,직영업체,해당없음,즉시처리(접수시),VOCS0000518119,Sub,,,N,돈내고 서비스 이용하는 실내 인공 시설이지야외 개천이 아니에요 관리안하는거 맞죠?,중복 접수로 회신하지 않겠음.,,,,16:23,준수,N,,"이 텍스트는 실내 인공 시설과 야외 개천의 차이를 설명하고 있습니다. 주요 내용은 다음과 같습니다:

1. 실내 인공 시설은 돈을 내고 이용하는 서비스 공간입니다.
2. 야외 개천은 관리가 되지 않는 공간입니다.
3. 실내 인공 시설은 관리가 이루어지지만, 야외 개천은 그렇지 않습니다.

요약하면, 실내 인공 시설은 유료로 이용하는 관리된 공간인 반면, 야외 개천은 무료로 이용할 수 있지만 관리가 되지 않는 공간이라는 점이 핵심적인 차이라고 볼 수 있습니다."
VOCS0000518132,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,매직랜드-(어트랙션)매직스윙,48.0,20240521 090000,20240517 000000,20240517 203429,20240517 204633,20240519 092452,20240519 113433,직영업체,해당없음,격려,,일반,N,,N,저녁8시 30분 매직스윙 멤버들 최고입니다!!!!!!지금까지 왔던 매직스윙중에 최고 신나고 행복해요!？？,매직스윙 근무자 칭찬 및 격려하겠습니다.고맙습니다.,,,,39:0,준수,N,,"요약:

매직스윙 멤버들의 저녁 모임이 매우 즐거웠던 것으로 보입니다. 참석자들은 이번 모임이 지금까지 있었던 매직스윙 모임 중 가장 신나고 행복했다고 평가하고 있습니다."
